mov,mov,vmov,vcmp.f64,str,ldr.w,beq.n,sbcs.w,it,movw,vsub.f64
cmp,vadd.f64,cmp,vmrs,ldr,lsrs,vsub.f64,mov,vmla.f64,movt,vsub.f64
bne.n,vldr,vdiv.f64,bne.n,str,lsrs,vabs.f64,mov,vaddmi.f64,push,vstmia
adds,vadd.f64,vcvt.f64.s32,vsub.f64,ldr,lsrs,vcmpe.f64,mov,vmul.f64,movw,cmp
pop,vldr,vdiv.f64,vcmp.f64,str,strb.w,vmov.f64,bge.n,bmi.n,ldmia.w,vadd.f64
subs,ubfx,vcvt.f64.s32,vmrs,ldr,ldr,vmrs,adds,vmov.f64,movw,bne.n
mov,sub.w,vdiv.f64,bne.n,str,ldr.w,bgt.n,mov,vcmpe.f64,uxth,vldr
cmp,smull,vcvt.f64.s32,vcmp.f64,ldr,strb,vmov,adc.w,vmrs,lsrs,vadd.f64
bne.n,asrs,vdiv.f64,vmrs,str,strb.w,adds,cmp,it,uxth,vsub.f64
adds,ldrd,vcvt.f64.s32,bne.n,str,add.w,cmp,sbcs.w,bmi.n,lsrs,vsub.f64
pop,vadd.f64,vdiv.f64,vsub.f64,str,cmp.w,vcvt.f64.s32,mov,vmovmi.f64,mla,vstmia
subs,rsb,vcvt.f64.s32,vcmp.f64,bl,bne.n,vmul.f64,mov,vcmpe.f64,mla,cmp
mov,bic.w,vdiv.f64,vmrs,push,uxth,vdiv.f64,mov,vmrs,pop,vadd.f64
cmp,add.w,vcvt.f64.s32,beq.n,cmp,lsrs,vadd.f64,bge.n,ite,str,bne.n
bne.n,add.w,vdiv.f64,vcmp.f64,sub,uxth,beq.n,adds,vsubgt.f64,add.w,vldr
adds,sub.w,vcvt.f64.s32,vmrs,ldrh.w,lsrs,vsub.f64,mov,vcmpe.f64,str,vadd.f64
pop,vmov,vadd.f64,bne.n,ldrb.w,mla,vabs.f64,adc.w,vaddle.f64,bx,vsub.f64
subs,vadd.f64,vdiv.f64,vpop,bgt.n,mov.w,vcmpe.f64,cmp,vmrs,vmul.f32,vsub.f64
mov,vldr,vsub.f64,vmov.f64,ldr,mla,vmov.f64,sbcs.w,vadd.f64,add,vstmia
cmp,vsub.f64,vadd.f64,vmov.f64,subs,ldr.w,vmrs,mov,it,bl,cmp
bne.n,vadd.f64,vsub.f64,bx,str,lsrs,bgt.n,mov,bmi.n,movw,vadd.f64
adds,vldr,vadd.f64,vmov.f64,ldr,uxth,vmov,mov,vmovmi.f64,movt,bne.n
pop,vsub.f64,vsub.f64,vmov.f64,str,add.w,adds,bge.n,vcmpe.f64,push,add
subs,vadd.f64,vadd.f64,blx,ldr,mla,cmp,adds,vmrs,movw,vldr
mov,vadd.f64,vsub.f64,add,str,lsrs,vcvt.f64.s32,mov,it,ldmia.w,mov
cmp,vadd.f64,beq.n,add,ldr,uxth,vmul.f64,adc.w,bmi.n,movw,vldmdb
bne.n,vadd.f64,vsub.f64,ldr,str,mov.w,vdiv.f64,cmp,vmovmi.f64,uxth,cmp
adds,vsub.f64,vabs.f64,push,ldr,mov.w,vadd.f64,sbcs.w,vcmpe.f64,lsrs,vadd.f64
pop,vsub.f64,vcmpe.f64,vpush,str,mla,beq.n,mov,ldr,uxth,bne.n
subs,vadd.f64,vmov.f64,sub,str,mov.w,vsub.f64,mov,add,lsrs,vldmdb
mov,vsub.f64,vmrs,vmov.f64,str,mov,vabs.f64,mov,vldr,mla,cmp
cmp,vldmia,bgt.n,vmov.f64,bl,add.w,vcmpe.f64,bge.n,ldr,mla,vadd.f64
bne.n,vmul.f64,vmov,blx,push,orr.w,vmov.f64,adds,vmrs,pop,bne.n
adds,vmul.f64,adds,add,cmp,ldr,vmrs,mov,it,str,vldmdb
pop,vstmia,adds,add,sub,strb,bgt.n,adc.w,vsubgt.f64,add.w,cmp
subs,cmp,vmov,ldr,ldrh.w,lsrs,vmov,cmp,add,str,vadd.f64
mov,vmul.f64,adds,vmov,ldrb.w,orr.w,adds,sbcs.w,vldr,bx,bne.n
cmp,bne.n,vmov,and.w,bgt.n,strb.w,cmp,mov,it,vadd.f32,vldmdb
bne.n,vldmia,adds,bx,ldr,ldr.w,vcvt.f64.s32,mov,vadd.f64,umull,cmp
adds,vmul.f64,vmov,vmov.f64,subs,mov,vmul.f64,mov,vldrle,subs,vadd.f64
pop,vmul.f64,adds,mov,str,lsrs,vdiv.f64,bge.n,vadd.f64,add.w,bne.n
subs,vstmia,vcvt.f64.s32,bl,ldr,orr.w,vadd.f64,adds,vadd.f64,lsrs,vldmdb
mov,cmp,vmov,vmov,str,strb.w,beq.n,mov,vadd.f64,orr.w,cmp
cmp,vmul.f64,adds,push,ldr,lsrs,vsub.f64,adc.w,vmla.f64,rsb,vadd.f64
bne.n,bne.n,vmov,movs,str,ldr.w,vabs.f64,cmp,vadd.f64,umull,bne.n
adds,vldmia,mov,movt,ldr,orr.w,vcmpe.f64,sbcs.w,vadd.f64,blx,vldmdb
pop,vmul.f64,vmov,bic.w,str,ldr,vmov.f64,mov,vsub.f64,add,cmp
subs,vmul.f64,adds,ubfx,ldr,strb,vmrs,mov,vadd.f64,add,vadd.f64
mov,vstmia,adds,orrs,str,lsrs,bgt.n,mov,vadd.f64,ldr,bne.n
cmp,cmp,vmov,lsrs,str,orr.w,vmov,bge.n,vcmp.f64,vmov,vldr
bne.n,vmul.f64,cmp,lsls,str,strb.w,adds,adds,vmrs,movw,vsub.f64
adds,bne.n,vdiv.f64,orrs.w,bl,ldr.w,cmp,mov,beq.w,movt,vldr
pop,vldmia,vcvt.f64.s32,it,push,lsrs,vcvt.f64.s32,adc.w,add.w,vmov.f32,vmov
subs,vmul.f64,vdiv.f64,bne.n,cmp,lsrs,vmul.f64,cmp,add.w,push,ldr
mov,vmul.f64,vcvt.f64.s32,cbnz,sub,lsrs,vdiv.f64,sbcs.w,vpop,sub,movw
cmp,vstmia,vdiv.f64,cmp,ldrh.w,strb.w,vadd.f64,mov,pop,bic.w,movt
bne.n,cmp,vcvt.f64.s32,it,ldrb.w,ldr,beq.n,mov,vadd.f64,cmp,ldr
adds,vmul.f64,vdiv.f64,bne.n,bgt.n,ldr.w,vsub.f64,mov,vcmpe.f64,ble.n,add
pop,bne.n,vcvt.f64.s32,rsbsne,ldr,strb,vabs.f64,bge.n,vmov.f64,cmp.w,vldr
subs,vldmia,vdiv.f64,it,subs,strb.w,vcmpe.f64,adds,vmrs,blt.n,add
mov,vmul.f64,vcvt.f64.s32,movcc,str,add.w,vmov.f64,mov,vsub.f64,beq.n,mov
cmp,vmul.f64,vdiv.f64,b.n,ldr,cmp.w,vmrs,adc.w,vmov.f64,vsub.f32,vadd.f64
bne.n,vstmia,vcvt.f64.s32,pop,str,bne.n,bgt.n,cmp,bmi.n,add,vldr
adds,cmp,vdiv.f64,bx,ldr,uxth,vmov,sbcs.w,vsub.f64,pop,vadd.f64
pop,vmul.f64,vcvt.f64.s32,vmov.f64,str,lsrs,adds,mov,vabs.f64,lsrs,vldr
subs,bne.n,vadd.f64,mov,ldr,uxth,cmp,mov,vcmpe.f64,bic.w,ubfx
mov,vldmia,vdiv.f64,bl,str,lsrs,vcvt.f64.s32,mov,vmov.f64,bic.w,sub.w
cmp,vmul.f64,vsub.f64,vmov,ldr,mla,vmul.f64,bge.n,vmrs,vsub.f32,smull
bne.n,vmul.f64,vadd.f64,push,str,mov.w,vdiv.f64,adds,ble.n,vmov.f32,asrs
adds,vstmia,vsub.f64,movs,str,mla,vadd.f64,mov,vdiv.f64,blx,ldrd
pop,cmp,vadd.f64,movt,str,ldr.w,beq.n,adc.w,vadd.f64,add,vadd.f64
subs,vmul.f64,vsub.f64,bic.w,bl,lsrs,vsub.f64,cmp,blx,add,rsb
mov,bne.n,vadd.f64,ubfx,push,uxth,vabs.f64,sbcs.w,add,ldr,bic.w
cmp,vldr,vsub.f64,orrs,cmp,add.w,vcmpe.f64,mov,add,vmov,add.w
bne.n,vldr,beq.n,lsrs,sub,mla,vmov.f64,mov,ldr,movw,add.w
adds,vadd.f64,vsub.f64,lsls,ldrh.w,lsrs,vmrs,mov,vcmp.f64,movt,sub.w
pop,vsub.f64,vabs.f64,orrs.w,ldrb.w,uxth,bgt.n,bge.n,push,vmov.f32,vmov
subs,vsub.f64,vcmpe.f64,it,bgt.n,mov.w,vmov,adds,vpush,push,vadd.f64
mov,vstmia,vmov.f64,bne.n,ldr,mov.w,adds,mov,ldr,sub,vldr
cmp,cmp,vmrs,cbnz,subs,mla,cmp,adc.w,vmov.f64,bic.w,vsub.f64
bne.n,vadd.f64,bgt.n,cmp,str,mov.w,vcvt.f64.s32,cmp,vmrs,cmp,vadd.f64
adds,bne.n,vmov,it,ldr,mov,vmul.f64,sbcs.w,add,ble.n,vldr
pop,vldr,adds,bne.n,str,add.w,vdiv.f64,mov,bls.n,cmp.w,vsub.f64
subs,vadd.f64,adds,rsbsne,ldr,orr.w,vadd.f64,mov,vmov.f64,blt.n,vadd.f64
mov,vsub.f64,vmov,it,str,ldr,beq.n,mov,vpop,beq.n,vadd.f64
cmp,vsub.f64,adds,movcc,ldr,strb,vsub.f64,bge.n,ldmia.w,vsub.f32,vadd.f64
bne.n,vstmia,vmov,b.n,str,lsrs,vabs.f64,adds,b.w,add,vadd.f64
adds,cmp,adds,pop,ldr,orr.w,vcmpe.f64,mov,vmov,pop,vsub.f64
pop,vadd.f64,vmov,bx,str,strb.w,vmov.f64,adc.w,push,vsub.f32,vsub.f64
subs,bne.n,adds,vabs.f64,str,ldr.w,vmrs,cmp,vpush,vmul.f32,vadd.f64
mov,vldr,vcvt.f64.s32,cmp,str,mov,bgt.n,sbcs.w,vmov.f64,vmov.f32,vsub.f64
cmp,vadd.f64,vmov,ble.w,bl,lsrs,vmov,mov,subw,blx,vldmia
bne.n,vsub.f64,adds,beq.n,push,orr.w,adds,mov,cmp.w,add,vmul.f64
adds,vsub.f64,vmov,cmp,cmp,strb.w,cmp,mov,mov,add,vmul.f64
pop,vstmia,mov,beq.n,sub,lsrs,vcvt.f64.s32,bge.n,blt.w,ldr,vstmia
subs,cmp,vmov,vldr,ldrh.w,ldr.w,vmul.f64,adds,movw,vmov,cmp
mov,vadd.f64,adds,vldr,ldrb.w,orr.w,vdiv.f64,mov,movt,movw,vmul.f64
cmp,bne.n,adds,b.n,bgt.n,ldr,vadd.f64,adc.w,cmp,movt,bne.n
bne.n,vldr,vmov,vmov.f64,ldr,strb,beq.n,cmp,it,vmov.f32,vldmia
adds,vldmdb,cmp,vmov.f64,subs,lsrs,vsub.f64,sbcs.w,bgt.w,push,vmul.f64
pop,cmp,vdiv.f64,add,str,orr.w,vabs.f64,mov,movgt,sub,vmul.f64
subs,vadd.f64,vcvt.f64.s32,vpop,ldr,strb.w,vcmpe.f64,mov,ldr.w,bic.w,vstmia
mov,bne.n,vdiv.f64,pop,str,ldr.w,vmov.f64,mov,add,cmp,cmp
cmp,vldmdb,vcvt.f64.s32,vldr,ldr,lsrs,vmrs,bge.n,vldr,ble.n,vmul.f64
bne.n,cmp,vdiv.f64,vldr,str,lsrs,bgt.n,adds,vsub.f64,cmp.w,bne.n
adds,vadd.f64,vcvt.f64.s32,bl,ldr,lsrs,vmov,mov,vcmpe.f64,blt.n,vldmia
pop,bne.n,vdiv.f64,vabs.f64,str,strb.w,adds,adc.w,vmrs,beq.n,vmul.f64
subs,vldmdb,vcvt.f64.s32,vabs.f64,ldr,ldr,cmp,cmp,it,vsub.f32,vmul.f64
mov,cmp,vdiv.f64,vcmpe.f64,str,ldr.w,vcvt.f64.s32,sbcs.w,bmi.n,add,vstmia
cmp,vadd.f64,vcvt.f64.s32,vmrs,str,strb,vmul.f64,mov,vmovmi.f64,pop,cmp
bne.n,bne.n,vdiv.f64,bpl.n,str,strb.w,vdiv.f64,mov,ldr.w,subs,vmul.f64
adds,vldmdb,vcvt.f64.s32,vdiv.f64,bl,add.w,vadd.f64,mov,add,vdiv.f32,bne.n
pop,cmp,vdiv.f64,vmov.f64,push,cmp.w,beq.n,bge.n,vldr,bne.n,vldmia
subs,vadd.f64,vcvt.f64.s32,vmov.f64,cmp,bne.n,vsub.f64,adds,vcmpe.f64,vadd.f32,vmul.f64
mov,bne.n,vadd.f64,vmov.f64,sub,uxth,vabs.f64,mov,vmrs,add,vmul.f64
cmp,vldmdb,vdiv.f64,vmla.f64,ldrh.w,lsrs,vcmpe.f64,adc.w,ble.w,eors,vstmia
bne.n,cmp,vsub.f64,vmla.f64,ldrb.w,uxth,vmov.f64,cmp,ubfx,movw,cmp
adds,vadd.f64,vadd.f64,vmls.f64,bgt.n,lsrs,vmrs,sbcs.w,asrs,lsrs,vmul.f64
pop,bne.n,vsub.f64,vdiv.f64,ldr,mla,bgt.n,mov,orr.w,movt,bne.n
subs,vldmdb,vadd.f64,vdiv.f64,subs,mov.w,bx,mov,subw,rsb,vldmia
mov,cmp,vsub.f64,b.n,str,mla,ldrd,mov,orr.w,eor.w,vmul.f64
cmp,vadd.f64,vadd.f64,vcmp.f64,ldr,ldr.w,ldrb.w,bge.n,adds,mvns,vmul.f64
bne.n,bne.n,vsub.f64,vmrs,str,lsrs,adds,movw,ldr.w,add.w,vstmia
adds,vldr,beq.n,bne.n,ldr,uxth,adc.w,movt,vmov,rsb,cmp
pop,vsub.f64,vsub.f64,vcmp.f64,str,add.w,strd,ldrd,add,adds,vmul.f64
subs,vldr,vabs.f64,vmrs,ldr,mla,cmp,movs,vldr,sub.w,bne.n
mov,vadd.f64,vcmpe.f64,beq.n,str,lsrs,beq.n,and.w,vcmpe.f64,umull,vldmia
cmp,vldr,vmov.f64,vcmp.f64,ldr,uxth,orrs.w,orrs.w,vmrs,vmul.f32,vmul.f64
bne.n,vadd.f64,vmrs,vmrs,str,mov.w,beq.n,beq.n,bgt.w,umull,vmul.f64
adds,vadd.f64,bgt.n,bne.n,str,mov.w,cmp,add,ldr.w,lsrs,vstmia
pop,vldr,vmov,vsub.f64,str,mla,it,pop,vmov.f64,lsls,cmp
subs,vsub.f64,adds,vcmp.f64,bl,mov.w,cmpeq,ldrd,ldr.w,orr.w,vmul.f64
mov,vldr,adds,vmrs,push,mov,bcc.n,ldrb.w,add,mov.w,bne.n
cmp,vadd.f64,vmov,ite,cmp,add.w,mov,adds,vldr,mov.w,vldr
bne.n,vldr,adds,movne,sub,orr.w,blx,adc.w,add,orr.w,vldr
adds,vadd.f64,vmov,cmp,ldrh.w,ldr,vmov.f64,strd,ldr.w,vsub.f32,vadd.f64
pop,vadd.f64,adds,bne.w,ldrb.w,strb,movs,cmp,vadd.f64,vdiv.f32,vsub.f64
subs,vsub.f64,vmov,vcmp.f64,bgt.n,lsrs,vldr,beq.n,add.w,vdiv.f32,vsub.f64
mov,vadd.f64,adds,vmrs,ldr,orr.w,vmov.f64,orrs.w,vmov,vmov.f32,vstmia
cmp,vadd.f64,vcvt.f64.s32,bne.w,subs,strb.w,vmov.f64,beq.n,add,vadd.f32,cmp
bne.n,vadd.f64,vmov,vsub.f64,str,ldr.w,vmov.f64,cmp,vmov,blx,vadd.f64
adds,vsub.f64,adds,vcmp.f64,ldr,mov,b.n,it,ldr.w,add,bne.n
pop,vsub.f64,vmov,vmrs,str,lsrs,vsub.f64,cmpeq,vcvt.f64.s32,add,vldr
subs,vsub.f64,mov,bne.n,ldr,orr.w,vabs.f64,bcc.n,add,ldr,vadd.f64
mov,vcmpe.f64,vmov,vcmp.f64,str,strb.w,vcmpe.f64,mov,vldr,vmov,vsub.f64
cmp,vadd.f64,adds,vmrs,ldr,lsrs,vmov.f64,blx,ldr.w,movw,vsub.f64
bne.n,vmrs,adds,bne.n,str,ldr.w,vmrs,push,add,movt,vstmia
adds,vadd.f64,vmov,vsub.f64,ldr,orr.w,bgt.n,sub,vldr,vmov.f32,cmp
pop,vadd.f64,cmp,vcmp.f64,str,ldr,vmov,movs,ldr.w,push,vadd.f64
subs,it,vdiv.f64,vmrs,str,strb,adds,movs,vstr,sub,bne.n
mov,ble.n,vcvt.f64.s32,bne.n,str,lsrs,cmp,movs,add,bic.w,vldr
cmp,vmovle.f64,vdiv.f64,vsub.f64,bl,orr.w,vcvt.f64.s32,movs,vldr,cmp,vadd.f64
bne.n,vcmpe.f64,vcvt.f64.s32,vcmp.f64,push,strb.w,vmul.f64,adds,ldr.w,ble.n,vsub.f64
adds,vmrs,vdiv.f64,vmrs,cmp,ldr.w,vdiv.f64,mov,vmov.f64,cmp.w,vsub.f64
pop,it,vcvt.f64.s32,beq.n,sub,lsrs,vadd.f64,adc.w,vstr,blt.n,vstmia
subs,vnegle.f64,vdiv.f64,vmov.f64,ldrh.w,lsrs,beq.n,cmp,vldr,beq.n,cmp
mov,ble.n,vcvt.f64.s32,vmov.f64,ldrb.w,lsrs,vsub.f64,sbcs.w,add,vsub.f32,vadd.f64
cmp,vcmpe.f64,vdiv.f64,bx,bgt.n,strb.w,vabs.f64,mov,vldr,add,bne.n
bne.n,vmov.f64,vcvt.f64.s32,movs,ldr,ldr,vcmpe.f64,mov,ldr.w,pop,vldr
adds,vmrs,vdiv.f64,movt,subs,ldr.w,vmov.f64,mov,ldr.w,vadd.f32,vldmdb
pop,ite,vcvt.f64.s32,movs,str,strb,vmrs,bge.n,add,vmul.f32,cmp
subs,vsubgt.f64,vdiv.f64,subs,ldr,strb.w,bgt.n,adds,vldr,vadd.f32,vadd.f64
mov,vcmpe.f64,vcvt.f64.s32,vmov,str,add.w,vmov,mov,add,bl,bne.n
cmp,vaddle.f64,vadd.f64,vsub.f64,ldr,cmp.w,adds,adc.w,addw,movw,vldmdb
bne.n,vmrs,vdiv.f64,vmov.f64,str,bne.n,cmp,cmp,ubfx,movt,cmp
adds,bgt.n,vsub.f64,vmov.f64,ldr,uxth,vcvt.f64.s32,sbcs.w,sub.w,push,vadd.f64
pop,vmov.f64,vadd.f64,bne.w,str,lsrs,vmul.f64,mov,add.w,movw,bne.n
subs,vcmpe.f64,vsub.f64,vadd.f64,ldr,uxth,vdiv.f64,mov,vldr,ldmia.w,vldmdb
mov,vmrs,vadd.f64,vadd.f64,str,lsrs,vadd.f64,mov,vmla.f64,movw,cmp
cmp,bpl.n,vsub.f64,vmov.f64,str,mla,beq.n,bge.n,add.w,uxth,vadd.f64
bne.n,vadd.f64,vadd.f64,vmov.f64,str,mov.w,vsub.f64,adds,vmov,lsrs,bne.n
adds,vldr,vsub.f64,bl,bl,mla,vabs.f64,mov,vldr,uxth,vldmdb
pop,ldr,beq.n,vmov.f64,push,ldr.w,vcmpe.f64,adc.w,vldr,lsrs,cmp
subs,add,vsub.f64,vpush,cmp,lsrs,vmov.f64,cmp,vmov,mla,vadd.f64
mov,vldr,vabs.f64,vmul.f64,sub,uxth,vmrs,sbcs.w,vcvt.f64.s32,mla,bne.n
cmp,ldr,vcmpe.f64,vmul.f64,ldrh.w,add.w,bgt.n,mov,vcmpe.f64,pop,vldmdb
bne.n,add,vmov.f64,vmul.f64,ldrb.w,mla,vmov,mov,vmrs,str,cmp
adds,vldr,vmrs,vmul.f64,bgt.n,lsrs,adds,mov,ubfx,add.w,vadd.f64
pop,ldr,bgt.n,vsub.f64,ldr,uxth,cmp,bge.n,sub.w,str,bne.n
subs,add,vmov,vcmp.f64,subs,mov.w,vcvt.f64.s32,adds,vmov,bx,vldmdb
mov,vldr,adds,vadd.f64,str,mov.w,vmul.f64,mov,add.w,vmov.f32,cmp
cmp,vadd.f64,adds,vmrs,ldr,mla,vdiv.f64,adc.w,add.w,vadd.f32,vadd.f64
bne.n,ldr,vmov,bne.n,str,mov.w,vadd.f64,cmp,vldr,vdiv.f32,bne.n
adds,add,adds,vcmp.f64,ldr,mov,beq.n,sbcs.w,vstr,mul.w,vldr
pop,vldr,vmov,vmrs,str,add.w,vsub.f64,mov,vcvt.f64.s32,bl,vsub.f64
subs,vadd.f64,adds,beq.n,ldr,orr.w,vabs.f64,mov,vldr,movw,vldr
mov,vmul.f64,vmov,vsub.f64,str,ldr,vcmpe.f64,mov,vldr,movt,vadd.f64
cmp,vmul.f64,adds,vcmp.f64,ldr,strb,vmov.f64,bge.n,vldr,push,vldr
bne.n,vsub.f64,vcvt.f64.s32,vmrs,str,lsrs,vmrs,adds,vmla.f64,movw,vadd.f64
adds,vsub.f64,vmov,bne.w,str,orr.w,bgt.n,mov,vldr,ldmia.w,vadd.f64
pop,vmov.f64,adds,vcmp.f64,str,strb.w,vmov,adc.w,vmov.f64,movw,vldr
subs,vnmls.f64,vmov,vmrs,bl,ldr.w,adds,cmp,vmov.f64,uxth,vsub.f64
mov,vmul.f64,mov,bne.w,push,mov,cmp,sbcs.w,vmla.f64,lsrs,vldr
cmp,vsub.f64,vmov,vsub.f64,cmp,lsrs,vcvt.f64.s32,mov,vmul.f64,uxth,vadd.f64
bne.n,vsub.f64,adds,vcmp.f64,sub,orr.w,vmul.f64,mov,vmul.f64,lsrs,vldr
adds,vmla.f64,adds,vmrs,ldrh.w,strb.w,vdiv.f64,mov,vsub.f64,mla,vadd.f64
pop,vmla.f64,vmov,bne.w,ldrb.w,lsrs,vadd.f64,bge.n,vmul.f64,mla,vadd.f64
subs,vadd.f64,cmp,vcmp.f64,bgt.n,ldr.w,beq.n,adds,vmla.f64,pop,vsub.f64
mov,vadd.f64,vdiv.f64,vmrs,ldr,orr.w,vsub.f64,mov,vmul.f64,str,vadd.f64
cmp,vadd.f64,vcvt.f64.s32,bne.w,subs,ldr,vabs.f64,adc.w,it,add.w,vadd.f64
bne.n,vmla.f64,vdiv.f64,movs,str,strb,vcmpe.f64,cmp,vmla.f64,str,vadd.f64
adds,vmla.f64,vcvt.f64.s32,vsub.f64,ldr,lsrs,vmov.f64,sbcs.w,vaddmi.f64,bx,vsub.f64
pop,vadd.f64,vdiv.f64,vcmp.f64,str,orr.w,vmrs,mov,vmul.f64,eor.w,vsub.f64
subs,vadd.f64,vcvt.f64.s32,vmrs,ldr,strb.w,bgt.n,mov,bmi.n,bl,vsub.f64
mov,vcvt.s32.f64,vdiv.f64,vcmp.f64,str,ldr.w,vmov,mov,vmov.f64,movw,vcmpe.f64
cmp,vstr,vcvt.f64.s32,ite,ldr,lsrs,adds,bge.n,vcmpe.f64,movt,vadd.f64
bne.n,vsub.f64,vdiv.f64,movne,str,lsrs,cmp,adds,vmrs,push,vmrs
adds,vmov,vcvt.f64.s32,vmrs,ldr,lsrs,vcvt.f64.s32,mov,it,movw,vadd.f64
pop,vadd.f64,vdiv.f64,bne.w,str,strb.w,vmul.f64,adc.w,vnegmi.f64,ldmia.w,vadd.f64
subs,vstr,vcvt.f64.s32,cmp,str,ldr,vdiv.f64,cmp,bmi.n,movw,it
mov,and.w,vdiv.f64,bne.w,str,ldr.w,vadd.f64,sbcs.w,vcmpe.f64,uxth,ble.n
cmp,add,vcvt.f64.s32,vsub.f64,bl,strb,beq.n,mov,vmrs,lsrs,vmovle.f64
bne.n,vpop,vadd.f64,vcmp.f64,push,strb.w,vsub.f64,mov,ite,uxth,vcmpe.f64
adds,ldmia.w,vdiv.f64,vmrs,cmp,add.w,vabs.f64,mov,vsubgt.f64,lsrs,vmrs
pop,bx,vsub.f64,vcmp.f64,sub,cmp.w,vcmpe.f64,bge.n,vcmpe.f64,mla,it
subs,cmp,vadd.f64,ite,ldrh.w,bne.n,vmov.f64,adds,vaddle.f64,mla,ble.n
mov,bhi.n,vsub.f64,movne,ldrb.w,uxth,vmrs,mov,vmrs,pop,vmovle.f64
cmp,tbb,vadd.f64,vmrs,bgt.n,lsrs,bgt.n,adc.w,vadd.f64,str,vcmpe.f64
bne.n,vldr,vsub.f64,bne.n,ldr,uxth,vmov,cmp,it,add.w,vmov.f64
adds,vmul.f64,vadd.f64,cmp,subs,lsrs,adds,sbcs.w,bmi.n,str,vmrs
pop,vldr,vsub.f64,bne.n,str,mla,cmp,mov,vmovmi.f64,bx,ite
subs,vldr,beq.n,cmp,ldr,mov.w,vcvt.f64.s32,mov,vcmpe.f64,vmul.f32,vsubgt.f64
mov,movs,vsub.f64,bne.n,str,mla,vmul.f64,mov,vmrs,add,vcmpe.f64
cmp,vcmpe.f64,vabs.f64,vsub.f64,ldr,ldr.w,vdiv.f64,bge.n,it,bl,vaddle.f64
