bne.n,vldr,vcvt.f64.s32,vldr,str,ldr.w,beq.n,adds,add,blx
adds,add,vdiv.f64,b.n,str,mov,vsub.f64,mov,vldr,add
pop,vldr,vcvt.f64.s32,vmov.f64,str,lsrs,vabs.f64,adc.w,ldr.w,add
subs,vmov,vdiv.f64,vmov.f64,bl,orr.w,vcmpe.f64,cmp,vmov.f64,ldr
mov,movt,vcvt.f64.s32,add,push,strb.w,vmov.f64,sbcs.w,vstr,vmov
cmp,ldr.w,vdiv.f64,vpop,cmp,lsrs,vmrs,mov,vldr,movw
bne.n,sub,vcvt.f64.s32,pop,sub,ldr.w,bgt.n,mov,add,movt
adds,add,vadd.f64,vmov.f64,ldrh.w,orr.w,vmov,mov,vldr,vmov.f32
pop,add.w,vdiv.f64,vmov.f64,ldrb.w,ldr,adds,bge.n,ldr.w,push
subs,add,vsub.f64,vadd.f64,bgt.n,strb,cmp,adds,ldr.w,sub
mov,vstr,vadd.f64,vadd.f64,ldr,lsrs,vcvt.f64.s32,mov,add,bic.w
cmp,mov,vsub.f64,vadd.f64,subs,orr.w,vmul.f64,adc.w,vldr,cmp
bne.n,mov,vadd.f64,vadd.f64,str,strb.w,vdiv.f64,cmp,add,ble.n
adds,vmul.f64,vsub.f64,bl,ldr,ldr.w,vadd.f64,sbcs.w,addw,cmp.w
pop,vsub.f64,vadd.f64,vabs.f64,str,lsrs,beq.n,mov,ubfx,blt.n
subs,vsub.f64,vsub.f64,vabs.f64,ldr,lsrs,vsub.f64,mov,sub.w,beq.n
mov,vmov,beq.n,vcmpe.f64,str,lsrs,vabs.f64,mov,add.w,vsub.f32
cmp,vsub.f64,vsub.f64,vmrs,ldr,strb.w,vcmpe.f64,bge.n,vldr,add
bne.n,ubfx,vabs.f64,bpl.n,str,ldr,vmov.f64,adds,vmla.f64,pop
adds,sub.w,vcmpe.f64,vdiv.f64,ldr,ldr.w,vmrs,mov,add.w,vadd.f32
pop,smull,vmov.f64,vmov.f64,str,strb,bgt.n,adc.w,vmov,vmul.f32
subs,asrs,vmrs,vmov.f64,str,strb.w,vmov,cmp,vldr,vadd.f32
mov,rsb,bgt.n,vmov.f64,str,add.w,adds,sbcs.w,vldr,bl
cmp,bic.w,vmov,vmla.f64,bl,cmp.w,cmp,mov,vmov,movw
bne.n,add.w,adds,vmla.f64,push,bne.n,vcvt.f64.s32,mov,vcvt.f64.s32,movt
adds,add.w,adds,vmls.f64,cmp,uxth,vmul.f64,mov,vcmpe.f64,push
pop,sub.w,vmov,vdiv.f64,sub,lsrs,vdiv.f64,bge.n,vmrs,movw
subs,vmov,adds,vdiv.f64,ldrh.w,uxth,vadd.f64,adds,ubfx,ldmia.w
mov,vldmia,vmov,b.n,ldrb.w,lsrs,beq.n,mov,sub.w,movw
cmp,vmul.f64,adds,vcmp.f64,bgt.n,mla,vsub.f64,adc.w,vmov,uxth
bne.n,vmul.f64,vmov,vmrs,ldr,mov.w,vabs.f64,cmp,add.w,lsrs
adds,vstmia,adds,bne.n,subs,mla,vcmpe.f64,sbcs.w,add.w,uxth
pop,cmp,vcvt.f64.s32,vcmp.f64,str,ldr.w,vmov.f64,mov,vldr,lsrs
subs,vmul.f64,vmov,vmrs,ldr,lsrs,vmrs,mov,vstr,mla
mov,bne.n,adds,beq.n,str,uxth,bgt.n,mov,vcvt.f64.s32,mla
cmp,vldmia,vmov,vcmp.f64,ldr,add.w,vmov,bge.n,vldr,pop
bne.n,vmul.f64,mov,vmrs,str,mla,adds,adds,vldr,str
adds,vmul.f64,vmov,bne.n,ldr,lsrs,cmp,mov,vldr,add.w
pop,vstmia,adds,vsub.f64,str,uxth,vcvt.f64.s32,adc.w,vmla.f64,str
subs,cmp,adds,vcmp.f64,ldr,mov.w,vmul.f64,cmp,vldr,bx
mov,vmul.f64,vmov,vmrs,str,mov.w,vdiv.f64,sbcs.w,vmov.f64,vmov.f32
cmp,bne.n,cmp,ite,str,mla,vadd.f64,mov,vmov.f64,vadd.f32
bne.n,vldmia,vdiv.f64,movne,str,mov.w,beq.n,mov,vmla.f64,vdiv.f32
adds,vmul.f64,vcvt.f64.s32,cmp,bl,mov,vsub.f64,mov,vmul.f64,mul.w
pop,vmul.f64,vdiv.f64,bne.w,push,add.w,vabs.f64,bge.n,vmul.f64,bl
subs,vstmia,vcvt.f64.s32,vcmp.f64,cmp,orr.w,vcmpe.f64,adds,vsub.f64,movw
mov,cmp,vdiv.f64,vmrs,sub,ldr,vmov.f64,mov,vmul.f64,movt
cmp,vmul.f64,vcvt.f64.s32,bne.w,ldrh.w,strb,vmrs,adc.w,vmla.f64,push
bne.n,bne.n,vdiv.f64,vsub.f64,ldrb.w,lsrs,bgt.n,cmp,vmul.f64,movw
adds,vldmia,vcvt.f64.s32,vcmp.f64,bgt.n,orr.w,vmov,sbcs.w,it,ldmia.w
pop,vmul.f64,vdiv.f64,vmrs,ldr,strb.w,adds,mov,vmla.f64,movw
subs,vmul.f64,vcvt.f64.s32,bne.n,subs,ldr.w,cmp,mov,vaddmi.f64,uxth
mov,vstmia,vdiv.f64,vcmp.f64,str,mov,vcvt.f64.s32,mov,vmul.f64,lsrs
cmp,cmp,vcvt.f64.s32,vmrs,ldr,lsrs,vmul.f64,bge.n,bmi.n,uxth
bne.n,vmul.f64,vdiv.f64,bne.n,str,orr.w,vdiv.f64,adds,vmov.f64,lsrs
adds,bne.n,vcvt.f64.s32,vsub.f64,ldr,strb.w,vadd.f64,mov,vcmpe.f64,mla
pop,vldmia,vadd.f64,vcmp.f64,str,lsrs,beq.n,adc.w,vmrs,mla
subs,vmul.f64,vdiv.f64,vmrs,ldr,ldr.w,vsub.f64,cmp,it,pop
mov,vmul.f64,vsub.f64,bne.n,str,orr.w,vabs.f64,sbcs.w,vnegmi.f64,str
cmp,vstmia,vadd.f64,vcmp.f64,ldr,ldr,vcmpe.f64,mov,bmi.n,add.w
bne.n,cmp,vsub.f64,vmrs,str,strb,vmov.f64,mov,vcmpe.f64,str
adds,vmul.f64,vadd.f64,bne.n,str,lsrs,vmrs,mov,vmrs,bx
pop,bne.n,vsub.f64,vsub.f64,str,orr.w,bgt.n,bge.n,ite,eor.w
subs,vldmia,vadd.f64,vcmp.f64,bl,strb.w,vmov,adds,vsubgt.f64,bl
mov,vmul.f64,vsub.f64,vmrs,push,ldr.w,adds,mov,vcmpe.f64,movw
cmp,vmul.f64,beq.n,beq.n,cmp,lsrs,cmp,adc.w,vaddle.f64,movt
bne.n,vstmia,vsub.f64,vcmp.f64,sub,lsrs,vcvt.f64.s32,cmp,vmrs,push
adds,cmp,vabs.f64,vmrs,ldrh.w,lsrs,vmul.f64,sbcs.w,vadd.f64,movw
pop,vmul.f64,vcmpe.f64,it,ldrb.w,strb.w,vdiv.f64,mov,it,ldmia.w
subs,bne.n,vmov.f64,bne.n,bgt.n,ldr,vadd.f64,mov,bmi.n,movw
mov,ldr,vmrs,vmov.f64,ldr,ldr.w,beq.n,mov,vmovmi.f64,uxth
cmp,add.w,bgt.n,vmoveq.f64,subs,strb,vsub.f64,bge.n,vcmpe.f64,lsrs
bne.n,mov,vmov,bx,str,strb.w,vabs.f64,adds,vmrs,uxth
adds,vldr,adds,vmov.f64,ldr,add.w,vcmpe.f64,mov,it,lsrs
pop,add,adds,vmov.f64,str,cmp.w,vmov.f64,adc.w,bmi.n,mla
subs,vldr,vmov,vmov.f64,ldr,bne.n,vmrs,cmp,vmovmi.f64,mla
mov,vldr,adds,vmov.f64,str,uxth,bgt.n,sbcs.w,vcmpe.f64,pop
cmp,vadd.f64,vmov,vmov.f64,ldr,lsrs,vmov,mov,ldr,str
bne.n,vsub.f64,adds,vmov.f64,str,uxth,adds,mov,add,add.w
adds,vsub.f64,vmov,bl,ldr,lsrs,cmp,mov,vldr,str
pop,vstmia,adds,vmov.f64,str,mla,vcvt.f64.s32,bge.n,ldr,bx
subs,cmp,vcvt.f64.s32,vpush,str,mov.w,vmul.f64,adds,vmrs,vmul.f32
mov,vadd.f64,vmov,vmul.f64,str,mla,vdiv.f64,mov,it,add
cmp,bne.n,adds,vmul.f64,bl,ldr.w,vadd.f64,adc.w,vsubgt.f64,bl
bne.n,vldr,vmov,vmul.f64,push,lsrs,beq.n,cmp,add,movw
adds,vadd.f64,mov,vmul.f64,cmp,uxth,vsub.f64,sbcs.w,vldr,movt
pop,vsub.f64,vmov,vsub.f64,sub,add.w,vabs.f64,mov,it,push
subs,vsub.f64,adds,vcmp.f64,ldrh.w,mla,vcmpe.f64,mov,vadd.f64,movw
mov,vstmia,adds,vadd.f64,ldrb.w,lsrs,vmov.f64,mov,vldrle,ldmia.w
cmp,cmp,vmov,vmrs,bgt.n,uxth,vmrs,bge.n,vadd.f64,movw
bne.n,vadd.f64,cmp,bne.n,ldr,mov.w,bgt.n,adds,vadd.f64,uxth
adds,bne.n,vdiv.f64,vcmp.f64,subs,mov.w,vmov,mov,vadd.f64,lsrs
pop,vldr,vcvt.f64.s32,vmrs,str,mla,adds,adc.w,vmla.f64,uxth
subs,vadd.f64,vdiv.f64,beq.n,ldr,mov.w,cmp,cmp,vadd.f64,lsrs
mov,vsub.f64,vcvt.f64.s32,vsub.f64,str,mov,vcvt.f64.s32,sbcs.w,vadd.f64,mla
cmp,vsub.f64,vdiv.f64,vcmp.f64,ldr,add.w,vmul.f64,mov,vsub.f64,mla
bne.n,vstmia,vcvt.f64.s32,vmrs,str,orr.w,vdiv.f64,mov,vadd.f64,pop
adds,cmp,vdiv.f64,bne.w,ldr,ldr,vadd.f64,mov,vadd.f64,str
pop,vadd.f64,vcvt.f64.s32,vcmp.f64,str,strb,beq.n,bge.n,vcmp.f64,add.w
subs,bne.n,vdiv.f64,vmrs,ldr,lsrs,vsub.f64,adds,vmrs,str
mov,add,vcvt.f64.s32,bne.w,str,orr.w,vabs.f64,mov,beq.w,bx
cmp,vldr,vdiv.f64,vsub.f64,str,strb.w,vcmpe.f64,adc.w,add.w,vadd.f32
bne.n,mov,vcvt.f64.s32,vcmp.f64,str,ldr.w,vmov.f64,cmp,add.w,umull
adds,vldmdb,vdiv.f64,vmrs,bl,mov,vmrs,sbcs.w,vpop,subs
pop,cmp,vcvt.f64.s32,bne.w,push,lsrs,bgt.n,mov,pop,add.w
subs,vadd.f64,vadd.f64,vcmp.f64,cmp,orr.w,bx,mov,vadd.f64,lsrs
mov,bne.n,vdiv.f64,vmrs,sub,strb.w,ldrd,mov,vcmpe.f64,orr.w
cmp,vldmdb,vsub.f64,bne.w,ldrh.w,lsrs,ldrb.w,bge.n,vmov.f64,rsb
bne.n,cmp,vadd.f64,movs,ldrb.w,ldr.w,adds,adds,vmrs,umull
adds,vadd.f64,vsub.f64,vsub.f64,bgt.n,orr.w,adc.w,mov,vsub.f64,blx
pop,bne.n,vadd.f64,vcmp.f64,ldr,ldr,strd,adc.w,vmov.f64,add
subs,vldmdb,vsub.f64,vmrs,subs,strb,cmp,cmp,bmi.n,add
mov,cmp,vadd.f64,vcmp.f64,str,lsrs,beq.n,sbcs.w,vsub.f64,ldr
cmp,vadd.f64,vsub.f64,ite,ldr,orr.w,orrs.w,mov,vabs.f64,vmov
bne.n,bne.n,beq.n,movne,str,strb.w,beq.n,mov,vcmpe.f64,movw
adds,vldmdb,vsub.f64,vmrs,ldr,ldr.w,cmp,mov,vmov.f64,movt
pop,cmp,vabs.f64,bne.w,str,lsrs,it,bge.n,vmrs,vmov.f32
subs,vadd.f64,vcmpe.f64,cmp,ldr,lsrs,cmpeq,adds,ble.n,push
mov,bne.n,vmov.f64,bne.w,str,lsrs,bcc.n,mov,vdiv.f64,sub
cmp,vldmdb,vmrs,vsub.f64,ldr,strb.w,mov,adc.w,vadd.f64,bic.w
bne.n,cmp,bgt.n,vcmp.f64,str,ldr,blx,cmp,blx,cmp
adds,vadd.f64,vmov,vmrs,str,ldr.w,vmov.f64,sbcs.w,add,ble.n
pop,bne.n,adds,vcmp.f64,str,strb,movs,mov,add,cmp.w
subs,vldmdb,adds,ite,bl,strb.w,vldr,mov,ldr,blt.n
mov,cmp,vmov,movne,push,add.w,vmov.f64,mov,vcmp.f64,beq.n
cmp,vadd.f64,adds,vmrs,cmp,cmp.w,vmov.f64,bge.n,push,vsub.f32
bne.n,bne.n,vmov,bne.n,sub,bne.n,vmov.f64,adds,vpush,add
adds,vldr,adds,cmp,ldrh.w,uxth,b.n,mov,ldr,pop
pop,vsub.f64,vmov,bne.n,ldrb.w,lsrs,vsub.f64,adc.w,vmov.f64,lsrs
subs,vldr,adds,cmp,bgt.n,uxth,vabs.f64,cmp,vmrs,bic.w
mov,vmov,vcvt.f64.s32,bne.n,ldr,lsrs,vcmpe.f64,sbcs.w,add,bic.w
cmp,ldr,vmov,vsub.f64,subs,mla,vmov.f64,mov,bls.n,vsub.f32
bne.n,movw,adds,vcmp.f64,str,mov.w,vmrs,mov,vmov.f64,vmov.f32
adds,movt,vmov,vmrs,ldr,mla,bgt.n,mov,vpop,blx
pop,ldr,mov,bne.n,str,ldr.w,vmov,bge.n,ldmia.w,add
subs,add,vmov,vcmp.f64,ldr,lsrs,adds,adds,b.w,add
mov,vldr,adds,vmrs,str,uxth,cmp,mov,vmov,ldr
cmp,add,adds,bne.n,ldr,add.w,vcvt.f64.s32,adc.w,push,vmov
bne.n,mov,vmov,vsub.f64,str,mla,vmul.f64,cmp,vpush,movw
adds,vadd.f64,cmp,vcmp.f64,ldr,lsrs,vdiv.f64,sbcs.w,vmov.f64,movt
pop,vldr,vdiv.f64,vmrs,str,uxth,vadd.f64,mov,subw,vmov.f32
subs,vadd.f64,vcvt.f64.s32,bne.n,str,mov.w,beq.n,mov,cmp.w,push
mov,vldr,vdiv.f64,vcmp.f64,str,mov.w,vsub.f64,mov,mov,sub
cmp,ubfx,vcvt.f64.s32,vmrs,bl,mla,vabs.f64,bge.n,blt.w,bic.w
bne.n,sub.w,vdiv.f64,bne.n,push,mov.w,vcmpe.f64,adds,movw,cmp
adds,smull,vcvt.f64.s32,vsub.f64,cmp,mov,vmov.f64,mov,movt,ble.n
pop,asrs,vdiv.f64,vcmp.f64,sub,add.w,vmrs,adc.w,cmp,cmp.w
subs,ldrd,vcvt.f64.s32,vmrs,ldrh.w,orr.w,bgt.n,cmp,it,blt.n
mov,vadd.f64,vdiv.f64,bne.n,ldrb.w,ldr,vmov,sbcs.w,bgt.w,beq.n
cmp,rsb,vcvt.f64.s32,vcmp.f64,bgt.n,strb,adds,mov,movgt,vsub.f32
bne.n,bic.w,vdiv.f64,vmrs,ldr,lsrs,cmp,mov,ldr.w,add
adds,add.w,vcvt.f64.s32,bne.n,subs,orr.w,vcvt.f64.s32,mov,add,pop
pop,add.w,vdiv.f64,vsub.f64,str,strb.w,vmul.f64,bge.n,vldr,vsub.f32
subs,sub.w,vcvt.f64.s32,vcmp.f64,ldr,ldr.w,vdiv.f64,adds,vsub.f64,vmul.f32
mov,vmov,vadd.f64,vmrs,str,mov,vadd.f64,mov,vcmpe.f64,vmov.f32
cmp,vadd.f64,vdiv.f64,beq.n,ldr,lsrs,beq.n,adc.w,vmrs,blx
bne.n,vldr,vsub.f64,vcmp.f64,str,orr.w,vsub.f64,cmp,it,add
adds,vsub.f64,vadd.f64,vmrs,ldr,strb.w,vabs.f64,sbcs.w,bmi.n,add
pop,vadd.f64,vsub.f64,bne.n,str,lsrs,vcmpe.f64,mov,vmovmi.f64,ldr
subs,vldr,vadd.f64,vpop,ldr,ldr.w,vmov.f64,mov,ldr.w,vmov
mov,vsub.f64,vsub.f64,vmov.f64,str,orr.w,vmrs,mov,add,movw
cmp,vadd.f64,vadd.f64,vmov.f64,str,ldr,bgt.n,bge.n,vldr,movt
bne.n,vadd.f64,vsub.f64,bx,str,strb,vmov,adds,vcmpe.f64,vmov.f32
adds,vadd.f64,beq.n,movs,bl,lsrs,adds,mov,vmrs,push
pop,vadd.f64,vsub.f64,movt,push,orr.w,cmp,adc.w,ble.w,sub
subs,vsub.f64,vabs.f64,movs,cmp,strb.w,vcvt.f64.s32,cmp,ubfx,bic.w
mov,vsub.f64,vcmpe.f64,vmov,sub,ldr.w,vmul.f64,sbcs.w,asrs,cmp
cmp,vadd.f64,vmov.f64,movs,ldrh.w,lsrs,vdiv.f64,mov,orr.w,ble.n
bne.n,vsub.f64,vmrs,movs,ldrb.w,lsrs,vadd.f64,mov,subw,cmp.w
adds,vldmia,bgt.n,vmov.f64,bgt.n,lsrs,beq.n,mov,orr.w,blt.n
pop,vmul.f64,vmov,vadd.f64,ldr,strb.w,vsub.f64,bge.n,adds,beq.n
subs,vmul.f64,adds,vmov,subs,ldr,vabs.f64,adds,ldr.w,vsub.f32
mov,vstmia,adds,vmov.f64,str,ldr.w,vcmpe.f64,mov,vmov,add
cmp,cmp,vmov,vadd.f64,ldr,strb,vmov.f64,adc.w,add,pop
bne.n,vmul.f64,adds,blx,str,strb.w,vmrs,cmp,vldr,subs
adds,bne.n,vmov,add,ldr,add.w,bgt.n,sbcs.w,vcmpe.f64,vdiv.f32
pop,vldmia,adds,add,str,cmp.w,vmov,mov,vmrs,bne.n
subs,vmul.f64,vmov,ldr,ldr,bne.n,adds,mov,bgt.w,vadd.f32
mov,vmul.f64,adds,push,str,uxth,cmp,mov,ldr.w,add
cmp,vstmia,vcvt.f64.s32,vpush,ldr,lsrs,vcvt.f64.s32,bge.n,vmov.f64,eors
bne.n,cmp,vmov,sub,str,uxth,vmul.f64,adds,ldr.w,movw
adds,vmul.f64,adds,vmov.f64,str,lsrs,vdiv.f64,mov,add,lsrs
pop,bne.n,vmov,vmov.f64,str,mla,vadd.f64,adc.w,vldr,movt
subs,vldmia,mov,blx,bl,mov.w,beq.n,cmp,add,rsb
mov,vmul.f64,vmov,add,push,mla,vsub.f64,sbcs.w,ldr.w,eor.w
cmp,vmul.f64,adds,add,cmp,ldr.w,vabs.f64,mov,vadd.f64,mvns
bne.n,vstmia,adds,ldr,sub,lsrs,vcmpe.f64,mov,add.w,add.w
adds,cmp,vmov,vmov,ldrh.w,uxth,vmov.f64,mov,vmov,rsb
pop,vmul.f64,cmp,and.w,ldrb.w,add.w,vmrs,bge.n,add,adds
subs,bne.n,vdiv.f64,bx,bgt.n,mla,bgt.n,adds,vmov,sub.w
mov,vldmia,vcvt.f64.s32,vmov.f64,ldr,lsrs,vmov,mov,ldr.w,umull
cmp,vmul.f64,vdiv.f64,mov,subs,uxth,adds,adc.w,vcvt.f64.s32,vmul.f32
bne.n,vmul.f64,vcvt.f64.s32,bl,str,mov.w,cmp,cmp,add,umull
adds,vstmia,vdiv.f64,vmov,ldr,mov.w,vcvt.f64.s32,sbcs.w,vldr,lsrs
pop,cmp,vcvt.f64.s32,push,str,mla,vmul.f64,mov,ldr.w,lsls
subs,vmul.f64,vdiv.f64,movs,ldr,mov.w,vdiv.f64,mov,add,orr.w
mov,bne.n,vcvt.f64.s32,movt,str,mov,vadd.f64,mov,vldr,mov.w
cmp,vldmia,vdiv.f64,bic.w,ldr,add.w,beq.n,bge.n,ldr.w,mov.w
bne.n,vmul.f64,vcvt.f64.s32,ubfx,str,orr.w,vsub.f64,adds,vstr,orr.w
adds,vmul.f64,vdiv.f64,orrs,ldr,ldr,vabs.f64,mov,add,vsub.f32
pop,vstmia,vcvt.f64.s32,lsrs,str,strb,vcmpe.f64,adc.w,vldr,vdiv.f32
subs,cmp,vdiv.f64,lsls,str,lsrs,vmov.f64,cmp,ldr.w,vdiv.f32
mov,vmul.f64,vcvt.f64.s32,orrs.w,str,orr.w,vmrs,sbcs.w,vmov.f64,vmov.f32
cmp,bne.n,vadd.f64,it,bl,strb.w,bgt.n,mov,vstr,vadd.f32
bne.n,vldmia,vdiv.f64,bne.n,push,ldr.w,vmov,mov,vldr,blx
mov,vmul.f64,vsub.f64,cbnz,cmp,mov,adds,mov,add,add
adds,vmul.f64,vadd.f64,cmp,sub,lsrs,cmp,bge.n,vldr,add
cmp,vstmia,vsub.f64,it,ldrh.w,orr.w,vcvt.f64.s32,adds,ldr.w,ldr
beq.n,cmp,vadd.f64,bne.n,ldrb.w,strb.w,vmul.f64,mov,ldr.w,vmov
subs,vmul.f64,vsub.f64,rsbsne,bgt.n,lsrs,vdiv.f64,adc.w,add,movw
bl,bne.n,vadd.f64,it,ldr,ldr.w,vadd.f64,cmp,vldr,movt
cbz,vldr,vsub.f64,movcc,subs,orr.w,beq.n,sbcs.w,add,vmov.f32
push,vldr,beq.n,b.n,str,ldr,vsub.f64,mov,addw,push
subs,vadd.f64,vsub.f64,pop,ldr,strb,vabs.f64,mov,ubfx,sub
b.n,vsub.f64,vabs.f64,bx,str,lsrs,vcmpe.f64,mov,sub.w,bic.w
adds,vsub.f64,vcmpe.f64,vmov.f64,ldr,orr.w,vmov.f64,bge.n,add.w,cmp
cmp,vstmia,vmov.f64,mov,str,strb.w,vmrs,adds,vldr,ble.n
beq.n,cmp,vmrs,bl,ldr,ldr.w,bgt.n,mov,vmla.f64,cmp.w
subs,vadd.f64,bgt.n,vmov,str,lsrs,vmov,adc.w,add.w,blt.n
bl,bne.n,vmov,push,ldr,lsrs,adds,cmp,vmov,beq.n
cbz,vldr,adds,movs,str,lsrs,cmp,sbcs.w,vldr,vsub.f32
push,vadd.f64,adds,movt,str,strb.w,vcvt.f64.s32,mov,vldr,add
subs,vsub.f64,vmov,bic.w,str,ldr,vmul.f64,mov,vmov,pop
b.n,vsub.f64,adds,ubfx,bl,ldr.w,vdiv.f64,mov,vcvt.f64.s32,vadd.f32
adds,vstmia,vmov,orrs,push,strb,vadd.f64,bge.n,vcmpe.f64,vmul.f32
cmp,cmp,adds,lsrs,cmp,strb.w,beq.n,adds,vmrs,vadd.f32
beq.n,vadd.f64,vmov,lsls,sub,add.w,vsub.f64,mov,ubfx,bl
subs,bne.n,adds,orrs.w,ldrh.w,cmp.w,vabs.f64,adc.w,sub.w,movw
bl,vldr,vcvt.f64.s32,it,ldrb.w,bne.n,vcmpe.f64,cmp,vmov,movt
cbz,vadd.f64,vmov,bne.n,bgt.n,uxth,vmov.f64,sbcs.w,add.w,push
push,vsub.f64,adds,cbnz,ldr,lsrs,vmrs,mov,add.w,movw
subs,vsub.f64,vmov,cmp,subs,uxth,bgt.n,mov,vldr,ldmia.w
b.n,vstmia,mov,it,str,lsrs,vmov,mov,vstr,movw
adds,cmp,vmov,bne.n,ldr,mla,adds,bge.n,vcvt.f64.s32,uxth
cmp,vadd.f64,adds,rsbsne,str,mov.w,cmp,adds,vldr,lsrs
beq.n,bne.n,adds,it,ldr,mla,vcvt.f64.s32,mov,vldr,uxth
subs,vldr,vmov,movcc,str,ldr.w,vmul.f64,adc.w,vldr,lsrs
bl,vldmdb,cmp,b.n,ldr,lsrs,vdiv.f64,cmp,vmla.f64,mla
cbz,cmp,vdiv.f64,pop,str,uxth,vadd.f64,sbcs.w,vldr,mla
push,vadd.f64,vcvt.f64.s32,bx,ldr,add.w,beq.n,mov,vmov.f64,pop
subs,bne.n,vdiv.f64,vabs.f64,str,mla,vsub.f64,mov,vmov.f64,str
b.n,vldmdb,vcvt.f64.s32,cmp,str,lsrs,vabs.f64,mov,vmla.f64,add.w
adds,cmp,vdiv.f64,ble.w,str,uxth,vcmpe.f64,bge.n,vmul.f64,str
cmp,vadd.f64,vcvt.f64.s32,beq.n,bl,mov.w,vmov.f64,adds,vmul.f64,bx
beq.n,bne.n,vdiv.f64,cmp,push,mov.w,vmrs,mov,vsub.f64,vmov.f32
subs,vldmdb,vcvt.f64.s32,beq.n,cmp,mla,bgt.n,adc.w,vmul.f64,vadd.f32
bl,cmp,vdiv.f64,vldr,sub,mov.w,vmov,cmp,vmla.f64,vdiv.f32
cbz,vadd.f64,vcvt.f64.s32,vldr,ldrh.w,mov,adds,sbcs.w,vmul.f64,mul.w
push,bne.n,vdiv.f64,b.n,ldrb.w,add.w,cmp,mov,it,bl
subs,vldmdb,vcvt.f64.s32,vmov.f64,bgt.n,orr.w,vcvt.f64.s32,mov,vmla.f64,movw
b.n,cmp,vdiv.f64,vmov.f64,ldr,ldr,vmul.f64,mov,vaddmi.f64,movt
adds,vadd.f64,vcvt.f64.s32,add,subs,strb,vdiv.f64,bge.n,vmul.f64,push
cmp,bne.n,vadd.f64,vpop,str,lsrs,vadd.f64,adds,bmi.n,movw
beq.n,vldmdb,vdiv.f64,pop,ldr,orr.w,beq.n,mov,vmov.f64,ldmia.w
subs,cmp,vsub.f64,vsub.f64,str,strb.w,vsub.f64,adc.w,vcmpe.f64,movw
bl,vadd.f64,vadd.f64,vsub.f64,ldr,ldr.w,vabs.f64,cmp,vmrs,uxth
cbz,bne.n,vsub.f64,vmov.f64,str,mov,vcmpe.f64,sbcs.w,it,lsrs
push,vldmdb,vadd.f64,vmov.f64,ldr,lsrs,vmov.f64,mov,bmi.n,uxth
subs,cmp,vsub.f64,blx,str,orr.w,vmrs,mov,vmovmi.f64,lsrs
b.n,vadd.f64,vadd.f64,add,ldr,strb.w,bgt.n,mov,vcmpe.f64,mla
adds,bne.n,vsub.f64,add,str,lsrs,vmov,bge.n,vmrs,mla
cmp,vldr,beq.n,ldr,str,ldr.w,adds,adds,ite,pop
beq.n,vsub.f64,vsub.f64,vmov.f64,str,orr.w,cmp,mov,vsubgt.f64,str
subs,vldr,vabs.f64,vneg.f64,bl,ldr,vcvt.f64.s32,adc.w,vcmpe.f64,add.w
bl,vadd.f64,vcmpe.f64,vmov.f64,push,strb,vmul.f64,cmp,vaddle.f64,str
cbz,vldr,vmov.f64,vmov.f64,cmp,lsrs,vdiv.f64,sbcs.w,vmrs,bx
push,vadd.f64,vmrs,b.w,sub,orr.w,vadd.f64,mov,vadd.f64,eor.w
subs,vadd.f64,bgt.n,push,ldrh.w,strb.w,beq.n,mov,it,bl
b.n,vldr,vmov,vpush,ldrb.w,ldr.w,vsub.f64,mov,bmi.n,movw
adds,vsub.f64,adds,sub,bgt.n,lsrs,vabs.f64,bge.n,vmovmi.f64,movt
cmp,vldr,adds,vmov.f64,ldr,lsrs,vcmpe.f64,adds,vcmpe.f64,push
beq.n,vadd.f64,vmov,vmov.f64,subs,lsrs,vmov.f64,mov,vmrs,movw
subs,vldr,adds,bl,str,strb.w,vmrs,adc.w,it,ldmia.w
bl,vadd.f64,vmov,vmov,ldr,ldr,bgt.n,cmp,bmi.n,movw
cbz,vadd.f64,adds,push,str,ldr.w,vmov,sbcs.w,vmovmi.f64,uxth
push,vsub.f64,vmov,movs,ldr,strb,adds,mov,vcmpe.f64,lsrs
subs,vadd.f64,adds,movt,str,strb.w,cmp,mov,ldr,uxth
b.n,vadd.f64,vcvt.f64.s32,bic.w,ldr,add.w,vcvt.f64.s32,mov,add,lsrs
adds,vadd.f64,vmov,ubfx,str,cmp.w,vmul.f64,bge.n,vldr,mla
cmp,vsub.f64,adds,orrs,ldr,bne.n,vdiv.f64,adds,ldr,mla
beq.n,vsub.f64,vmov,lsrs,str,uxth,vadd.f64,mov,vmrs,pop
subs,vsub.f64,mov,lsls,str,lsrs,beq.n,adc.w,it,str
bl,vcmpe.f64,vmov,orrs.w,str,uxth,vsub.f64,cmp,vsubgt.f64,add.w
cbz,vadd.f64,adds,it,bl,lsrs,vabs.f64,sbcs.w,add,str
push,vmrs,adds,bne.n,push,mla,vcmpe.f64,mov,vldr,bx
subs,vadd.f64,vmov,cbnz,cmp,mov.w,vmov.f64,mov,it,vmul.f32
b.n,vadd.f64,cmp,cmp,sub,mla,vmrs,mov,vadd.f64,add
adds,it,vdiv.f64,it,ldrh.w,ldr.w,bgt.n,bge.n,vldrle,bl
cmp,vnegle.f64,vcvt.f64.s32,bne.n,ldrb.w,lsrs,vmov,adds,vadd.f64,movw
beq.n,ble.n,vdiv.f64,rsbsne,bgt.n,uxth,adds,mov,vadd.f64,movt
